Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season,ATF_Price_INR
Air India,2019-03-24 00:00:00,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,non-stop,No info,4441,Economy,1,1 Stop(s),2019-02-10 00:00:00,42,0,1,63661.1470453434
IndiGo,2019-03-01 00:00:00,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,10067,First Class,1,1 Stop(s),2019-02-03 00:00:00,26,1,1,88466.5661176
IndiGo,2019-06-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 28 Jun,5h 5m,1 stop,No info,5054,First Class,2,2 Stop(s),2019-06-11 00:00:00,16,0,0,78969.1749178074
Multiple carriers,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1 stop,No info,7005,Business,2,2 Stop(s),2019-05-01 00:00:00,36,0,0,84223.2046549219
Jet Airways,2019-05-15 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,12121,Economy,2,2 Stop(s),2019-03-17 00:00:00,59,0,0,81870.2150412296
IndiGo,2019-05-27 00:00:00,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,5912,Economy,2,2 Stop(s),2019-03-29 00:00:00,59,0,0,79126.7241406564
Air Asia,2019-04-01 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192,Business,2,2 Stop(s),2019-03-13 00:00:00,19,0,1,65961.4704460252
IndiGo,2019-06-09 00:00:00,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,Economy,1,1 Stop(s),2019-06-08 00:00:00,1,0,0,67129.126319772
Jet Airways,2019-03-09 00:00:00,Banglore,New Delhi,BLR → DEL,18:20,21:00,2h 40m,non-stop,No info,8016,Economy,1,1 Stop(s),2019-02-14 00:00:00,23,0,1,67763.3994480005
Air India,2019-03-15 00:00:00,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1h 25m,non-stop,No info,2050,Business,1,1 Stop(s),2019-02-22 00:00:00,21,0,1,88184.9682469257
SpiceJet,2019-03-21 00:00:00,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,4839,Business,1,1 Stop(s),2019-02-02 00:00:00,47,1,1,61951.5477895584
IndiGo,2019-05-27 00:00:00,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,Economy,1,1 Stop(s),2019-05-26 00:00:00,1,0,0,61106.608420636
Vistara,2019-06-18 00:00:00,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216,First Class,1,1 Stop(s),2019-05-28 00:00:00,21,0,0,75080.3706968658
SpiceJet,2019-06-21 00:00:00,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 Jun,2h 20m,non-stop,No check-in baggage included,3841,Economy,1,1 Stop(s),2019-06-07 00:00:00,14,1,1,82848.5884598615
SpiceJet,2019-03-15 00:00:00,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,3815,Economy,1,1 Stop(s),2019-02-15 00:00:00,28,0,1,79875.6685306195
Air India,2019-04-03 00:00:00,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,5176,First Class,1,1 Stop(s),2019-03-03 00:00:00,31,0,1,68140.4709532169
SpiceJet,2019-05-09 00:00:00,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 10 May,1h 30m,non-stop,No info,2017,Economy,1,1 Stop(s),2019-04-04 00:00:00,35,0,0,76838.3159270849
Vistara,2019-05-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 10 May,25h 55m,1 stop,No info,9187,First Class,2,2 Stop(s),2019-04-18 00:00:00,21,0,0,82666.5341562915
Vistara,2019-03-09 00:00:00,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,11598,First Class,1,1 Stop(s),2019-01-18 00:00:00,50,0,1,75742.6929489671
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,No info,13014,Economy,3,3 Stop(s),2019-04-18 00:00:00,44,0,0,82666.5341562915
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 02 Jun,17h 20m,1 stop,In-flight meal not included,10262,First Class,2,2 Stop(s),2019-04-14 00:00:00,48,0,0,75257.1207349411
Air India,2019-04-09 00:00:00,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Apr,23h,2 stops,No info,9916,Economy,3,3 Stop(s),2019-03-26 00:00:00,14,0,1,69329.4696514699
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:55,12:00 25 Mar,19h 5m,1 stop,No info,14231,Business,2,2 Stop(s),2019-01-31 00:00:00,52,0,1,78226.3455570432
Jet Airways,2019-06-15 00:00:00,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229,Business,1,1 Stop(s),2019-04-23 00:00:00,53,0,0,87890.9295702772
IndiGo,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:10,01:35 28 Mar,8h 25m,1 stop,No info,6316,Business,2,2 Stop(s),2019-03-15 00:00:00,12,0,1,84463.842853645
Air Asia,2019-03-09 00:00:00,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4384,First Class,1,1 Stop(s),2019-03-07 00:00:00,2,0,1,76280.8824947475
Air India,2019-06-12 00:00:00,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 13 Jun,26h 20m,2 stops,No info,13381,First Class,3,3 Stop(s),2019-05-25 00:00:00,18,0,0,68545.214831324
IndiGo,2019-05-12 00:00:00,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332,First Class,1,1 Stop(s),2019-03-16 00:00:00,57,1,1,81205.7203154285
Air India,2019-06-15 00:00:00,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,8907,First Class,2,2 Stop(s),2019-05-12 00:00:00,34,0,0,66663.2343141219
IndiGo,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,Business,1,1 Stop(s),2019-05-26 00:00:00,17,0,0,61106.608420636
Air India,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:00,07:40 07 Mar,24h 40m,1 stop,No info,15407,First Class,2,2 Stop(s),2019-02-12 00:00:00,22,0,1,61031.6556334566
Jet Airways,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 28 May,18h 25m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-05-03 00:00:00,24,0,0,69540.1042491559
Multiple carriers,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,6883,First Class,2,2 Stop(s),2019-02-01 00:00:00,54,0,1,65115.7237106188
SpiceJet,2019-05-03 00:00:00,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,First Class,1,1 Stop(s),2019-04-19 00:00:00,14,0,0,66863.9449647487
IndiGo,2019-05-06 00:00:00,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4284,First Class,1,1 Stop(s),2019-05-03 00:00:00,3,0,0,69540.1042491559
IndiGo,2019-05-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2437,Business,1,1 Stop(s),2019-03-05 00:00:00,59,0,0,70702.5998008077
SpiceJet,2019-04-18 00:00:00,Kolkata,Banglore,CCU → BLR,22:20,00:40 19 Apr,2h 20m,non-stop,No info,4174,Business,1,1 Stop(s),2019-02-21 00:00:00,56,1,1,83253.9847008334
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 22 May,16h,1 stop,No info,14781,Economy,2,2 Stop(s),2019-04-09 00:00:00,42,0,0,60762.5738023229
Air India,2019-05-21 00:00:00,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 22 May,16h 10m,2 stops,No info,14960,First Class,3,3 Stop(s),2019-03-24 00:00:00,58,0,0,69926.9407455795
Jet Airways,2019-06-27 00:00:00,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,Business,1,1 Stop(s),2019-06-14 00:00:00,13,0,0,62708.6931016323
SpiceJet,2019-04-24 00:00:00,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812,First Class,2,2 Stop(s),2019-04-03 00:00:00,21,0,1,82823.5514585069
Vistara,2019-05-18 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,No info,9345,First Class,2,2 Stop(s),2019-05-08 00:00:00,10,1,1,85821.9174976903
IndiGo,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864,First Class,2,2 Stop(s),2019-04-25 00:00:00,20,0,0,79002.1126953127
IndiGo,2019-03-06 00:00:00,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295,Business,1,1 Stop(s),2019-02-18 00:00:00,16,0,1,76401.3083802984
Air India,2019-06-12 00:00:00,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 13 Jun,21h 15m,2 stops,No info,10231,Business,3,3 Stop(s),2019-05-03 00:00:00,40,0,0,69540.1042491559
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,First Class,2,2 Stop(s),2019-04-06 00:00:00,56,0,0,74813.8678909317
Jet Airways,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,19:45 28 Mar,24h 30m,1 stop,No info,12032,First Class,2,2 Stop(s),2019-02-18 00:00:00,37,0,1,76401.3083802984
Jet Airways,2019-04-15 00:00:00,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-03-05 00:00:00,41,0,1,70702.5998008077
Jet Airways,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-04-01 00:00:00,44,0,0,63587.8273781491
Vistara,2019-03-03 00:00:00,Banglore,New Delhi,BLR → AMD → DEL,06:40,12:35,5h 55m,1 stop,No info,12476,Business,2,2 Stop(s),2019-01-27 00:00:00,35,0,1,65990.2134647508
Jet Airways,2019-03-12 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,20:35,23:00 13 Mar,26h 25m,1 stop,In-flight meal not included,11087,Business,2,2 Stop(s),2019-01-22 00:00:00,49,0,1,64184.8158195613
Air India,2019-06-06 00:00:00,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 07 Jun,38h,3 stops,No info,10703,Business,4,4 Stop(s),2019-04-14 00:00:00,53,0,0,75257.1207349411
IndiGo,2019-05-09 00:00:00,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,No info,6734,Economy,2,2 Stop(s),2019-04-23 00:00:00,16,0,0,87890.9295702772
Jet Airways,2019-03-21 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1 stop,In-flight meal not included,7832,Business,2,2 Stop(s),2019-03-12 00:00:00,9,1,1,83167.3430788997
Air India,2019-04-01 00:00:00,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,No info,11516,Economy,3,3 Stop(s),2019-02-20 00:00:00,40,0,1,89087.5388329368
IndiGo,2019-03-18 00:00:00,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850,Business,1,1 Stop(s),2019-01-29 00:00:00,48,0,1,77772.4370658613
Jet Airways,2019-03-09 00:00:00,Delhi,Cochin,DEL → JDH → BOM → COK,13:55,04:25 10 Mar,14h 30m,2 stops,No info,17229,Economy,3,3 Stop(s),2019-02-11 00:00:00,26,0,1,74855.3073033381
SpiceJet,2019-06-27 00:00:00,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 Jun,2h 20m,non-stop,No info,3873,Business,1,1 Stop(s),2019-06-26 00:00:00,1,0,0,80728.132143074
Jet Airways,2019-04-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4160,Economy,1,1 Stop(s),2019-03-25 00:00:00,9,0,1,61906.7505085807
Multiple carriers,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7670,Economy,2,2 Stop(s),2019-04-12 00:00:00,36,1,1,79092.3123379134
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10031,Business,2,2 Stop(s),2019-03-04 00:00:00,20,0,1,84862.1252745579
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,23h 10m,2 stops,In-flight meal not included,11150,First Class,3,3 Stop(s),2019-05-03 00:00:00,55,0,0,69540.1042491559
Jet Airways,2019-03-15 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1 stop,In-flight meal not included,9134,Economy,2,2 Stop(s),2019-03-06 00:00:00,9,0,1,68428.0352906214
SpiceJet,2019-05-18 00:00:00,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4423,Business,1,1 Stop(s),2019-03-28 00:00:00,51,1,1,81888.1853501419
Air Asia,2019-06-21 00:00:00,Kolkata,Banglore,CCU → BLR,22:50,01:20 22 Jun,2h 30m,non-stop,No info,3807,First Class,1,1 Stop(s),2019-05-02 00:00:00,50,1,1,86882.7389977048
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 May,27h 20m,1 stop,No info,7480,Economy,2,2 Stop(s),2019-04-02 00:00:00,49,0,0,81397.3436166899
IndiGo,2019-05-06 00:00:00,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-04-10 00:00:00,26,0,0,63236.7428097991
IndiGo,2019-06-18 00:00:00,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,Economy,1,1 Stop(s),2019-05-03 00:00:00,46,0,0,69540.1042491559
Vistara,2019-03-24 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:25 25 Mar,27h 25m,1 stop,No info,12102,First Class,2,2 Stop(s),2019-02-17 00:00:00,35,0,1,75602.0406353343
Multiple carriers,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,In-flight meal not included,15342,Business,2,2 Stop(s),2019-01-27 00:00:00,38,0,1,65990.2134647508
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-05-03 00:00:00,3,0,0,69540.1042491559
Air India,2019-06-12 00:00:00,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 13 Jun,23h 40m,1 stop,No info,7480,Economy,2,2 Stop(s),2019-04-18 00:00:00,55,0,0,82666.5341562915
Air India,2019-04-01 00:00:00,Kolkata,Banglore,CCU → HYD → BLR,19:00,04:40 02 Apr,9h 40m,1 stop,No info,4227,First Class,2,2 Stop(s),2019-03-25 00:00:00,7,0,1,61906.7505085807
Air India,2019-06-09 00:00:00,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 10 Jun,23h 40m,1 stop,No info,7690,Business,2,2 Stop(s),2019-05-04 00:00:00,36,0,0,63301.5577358303
SpiceJet,2019-05-18 00:00:00,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,Business,2,2 Stop(s),2019-04-05 00:00:00,43,1,1,83129.0153986368
Vistara,2019-04-18 00:00:00,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5823,Business,1,1 Stop(s),2019-02-21 00:00:00,56,1,1,83253.9847008334
Jet Airways,2019-03-15 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1 stop,In-flight meal not included,9134,Business,2,2 Stop(s),2019-03-12 00:00:00,3,0,1,83167.3430788997
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,16:55,00:45 02 Mar,7h 50m,1 stop,No info,26890,Business,2,2 Stop(s),2019-01-28 00:00:00,32,1,1,75427.0331524083
Air India,2019-06-09 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 10 Jun,22h 30m,1 stop,No info,8366,Business,2,2 Stop(s),2019-05-26 00:00:00,14,0,0,61106.608420636
Air India,2019-06-01 00:00:00,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 02 Jun,25h 35m,1 stop,No info,7480,Business,2,2 Stop(s),2019-05-10 00:00:00,22,0,0,75322.419077327
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,14781,Business,2,2 Stop(s),2019-05-09 00:00:00,3,1,1,60208.5639159357
Air India,2019-03-24 00:00:00,Kolkata,Banglore,CCU → GAU → DEL → BLR,05:55,23:15 25 Mar,41h 20m,2 stops,No info,13990,Economy,3,3 Stop(s),2019-02-25 00:00:00,27,0,1,87656.2270506935
Air India,2019-03-21 00:00:00,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 Mar,26h,2 stops,No info,8245,First Class,3,3 Stop(s),2019-02-09 00:00:00,40,1,1,73204.5748121881
Jet Airways,2019-06-24 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262,Economy,2,2 Stop(s),2019-05-20 00:00:00,35,0,0,89153.4624816288
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 13 Jun,22h 10m,1 stop,No info,12739,Business,2,2 Stop(s),2019-04-20 00:00:00,53,0,0,62309.3972948638
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7575,First Class,2,2 Stop(s),2019-03-30 00:00:00,52,0,0,86616.3822772898
Air India,2019-03-18 00:00:00,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,11633,First Class,1,1 Stop(s),2019-02-24 00:00:00,22,0,1,77936.9993643326
Jet Airways,2019-06-15 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,First Class,3,3 Stop(s),2019-06-07 00:00:00,8,0,0,82848.5884598615
Jet Airways,2019-03-12 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6h 5m,1 stop,No info,13817,Economy,2,2 Stop(s),2019-02-23 00:00:00,17,0,1,86844.8205128295
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,13:55,22:35,8h 40m,1 stop,No info,14231,First Class,2,2 Stop(s),2019-01-30 00:00:00,53,0,1,61393.5123815999
Jet Airways,2019-03-21 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11h 20m,1 stop,In-flight meal not included,6992,First Class,2,2 Stop(s),2019-03-02 00:00:00,19,1,1,71660.3186906845
Air India,2019-06-21 00:00:00,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961,Economy,1,1 Stop(s),2019-04-28 00:00:00,54,1,1,65597.1017665811
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 02 Jun,8h 25m,2 stops,No info,16263,Economy,3,3 Stop(s),2019-04-20 00:00:00,42,0,0,62309.3972948638
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,14714,Economy,2,2 Stop(s),2019-06-20 00:00:00,7,0,0,80326.9308552685
Multiple carriers,2019-06-24 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,7740,Business,2,2 Stop(s),2019-04-29 00:00:00,56,0,0,86776.7699546993
Jet Airways,2019-03-18 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,In-flight meal not included,11087,Economy,2,2 Stop(s),2019-02-22 00:00:00,24,0,1,88184.9682469257
Multiple carriers,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,14486,First Class,2,2 Stop(s),2019-02-13 00:00:00,36,1,1,87279.6120623635
IndiGo,2019-05-21 00:00:00,Delhi,Cochin,DEL → HYD → COK,11:55,18:10,6h 15m,1 stop,No info,6442,Business,2,2 Stop(s),2019-05-14 00:00:00,7,0,0,70128.4551421088
Air India,2019-05-18 00:00:00,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 19 May,30h 30m,2 stops,No info,10361,First Class,3,3 Stop(s),2019-03-30 00:00:00,49,1,1,86616.3822772898
Air Asia,2019-05-12 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5320,First Class,2,2 Stop(s),2019-03-30 00:00:00,43,1,1,86616.3822772898
Jet Airways,2019-06-15 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 16 Jun,26h 55m,2 stops,In-flight meal not included,10368,Business,3,3 Stop(s),2019-05-10 00:00:00,36,0,0,75322.419077327
SpiceJet,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174,First Class,1,1 Stop(s),2019-05-02 00:00:00,13,0,0,86882.7389977048
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 22 May,14h 35m,1 stop,No info,8151,Economy,2,2 Stop(s),2019-05-09 00:00:00,12,0,0,60208.5639159357
Jet Airways,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 22 Mar,26h 50m,1 stop,No info,12557,Economy,2,2 Stop(s),2019-03-18 00:00:00,3,1,1,83138.1104005784
Air India,2019-06-15 00:00:00,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961,First Class,1,1 Stop(s),2019-04-17 00:00:00,59,0,0,72311.4876910689
Air India,2019-04-09 00:00:00,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,4441,Business,1,1 Stop(s),2019-02-09 00:00:00,59,0,1,73204.5748121881
SpiceJet,2019-03-15 00:00:00,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 16 Mar,1h 25m,non-stop,No info,2753,Business,1,1 Stop(s),2019-03-11 00:00:00,4,0,1,89606.6080980155
SpiceJet,2019-04-06 00:00:00,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Apr,2h 20m,non-stop,No check-in baggage included,3841,First Class,1,1 Stop(s),2019-03-07 00:00:00,30,1,1,76280.8824947475
Air India,2019-04-06 00:00:00,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,5022,First Class,2,2 Stop(s),2019-02-11 00:00:00,54,1,1,74855.3073033381
Air India,2019-06-06 00:00:00,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201,Business,1,1 Stop(s),2019-05-01 00:00:00,36,0,0,84223.2046549219
Air India,2019-06-03 00:00:00,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934,First Class,1,1 Stop(s),2019-04-14 00:00:00,50,0,0,75257.1207349411
IndiGo,2019-04-01 00:00:00,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5699,First Class,2,2 Stop(s),2019-02-13 00:00:00,47,0,1,87279.6120623635
Vistara,2019-06-27 00:00:00,Banglore,Delhi,BLR → DEL,19:30,22:15,2h 45m,non-stop,No info,5088,First Class,1,1 Stop(s),2019-04-29 00:00:00,59,0,0,86776.7699546993
Multiple carriers,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:25,19:15,10h 50m,1 stop,No info,8601,Business,2,2 Stop(s),2019-02-08 00:00:00,41,1,1,80526.9907953647
IndiGo,2019-05-15 00:00:00,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11319,First Class,2,2 Stop(s),2019-04-25 00:00:00,20,0,0,79002.1126953127
IndiGo,2019-03-09 00:00:00,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,3838,First Class,1,1 Stop(s),2019-02-16 00:00:00,21,0,1,69351.3322826823
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 13 May,16h 50m,1 stop,No info,14388,Business,2,2 Stop(s),2019-05-06 00:00:00,6,1,1,72813.2336587877
Jet Airways,2019-06-15 00:00:00,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 16 Jun,27h,2 stops,In-flight meal not included,10824,First Class,3,3 Stop(s),2019-04-21 00:00:00,55,0,0,68692.543587413
Jet Airways,2019-04-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,5177,First Class,2,2 Stop(s),2019-02-15 00:00:00,50,1,1,79875.6685306195
Jet Airways,2019-06-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714,First Class,2,2 Stop(s),2019-05-12 00:00:00,46,0,0,66663.2343141219
Jet Airways,2019-06-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,No info,13626,First Class,2,2 Stop(s),2019-05-29 00:00:00,14,0,0,61544.3625374997
Air India,2019-06-24 00:00:00,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 25 Jun,24h 50m,2 stops,No info,13381,Economy,3,3 Stop(s),2019-06-18 00:00:00,6,0,0,61223.2542466429
Air India,2019-03-09 00:00:00,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15 10 Mar,24h 45m,2 stops,No info,18211,Economy,3,3 Stop(s),2019-02-27 00:00:00,10,0,1,65879.4858725744
Multiple carriers,2019-03-21 00:00:00,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,21:20,8h 5m,2 stops,No info,6653,Business,3,3 Stop(s),2019-01-30 00:00:00,50,1,1,61393.5123815999
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,No info,14781,Business,2,2 Stop(s),2019-04-07 00:00:00,35,1,1,75681.9848814598
Air India,2019-05-06 00:00:00,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,01:20 07 May,15h 55m,2 stops,No info,11458,First Class,3,3 Stop(s),2019-04-14 00:00:00,22,0,0,75257.1207349411
Jet Airways,2019-06-09 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-06-02 00:00:00,7,0,0,64346.8461627367
